# IPEDS Fall Enrollment Part A (ef{year}a), EFTOTLT where EFALEVEL=1 — total fall headcount.
# Generated by build_school_enrollment_from_ipeds.py — years 2004-2023.
# university must match r1_cs_departments.csv exactly.
university,year,total_enrollment
Arizona State University,2004,196684
Arizona State University,2005,206448
Arizona State University,2006,204936
Arizona State University,2007,205924
Arizona State University,2008,67082
Arizona State University,2009,68064
Arizona State University,2010,70440
Arizona State University,2011,72254
Arizona State University,2012,73378
Arizona State University,2013,48702
Arizona State University,2014,50320
Arizona State University,2015,51984
Arizona State University,2016,51869
Arizona State University,2017,51164
Arizona State University,2018,51585
Arizona State University,2019,53286
Arizona State University,2020,74795
Arizona State University,2021,77881
Arizona State University,2022,80065
Arizona State University,2023,79593
Auburn University,2004,91712
Auburn University,2005,93332
Auburn University,2006,94188
Auburn University,2007,96548
Auburn University,2008,24530
Auburn University,2009,24602
Auburn University,2010,25078
Auburn University,2011,25469
Auburn University,2012,25134
Auburn University,2013,24864
Auburn University,2014,25912
Auburn University,2015,27287
Auburn University,2016,28290
Auburn University,2017,29776
Auburn University,2018,30440
Auburn University,2019,30460
Auburn University,2020,30737
Auburn University,2021,31526
Auburn University,2022,31764
Auburn University,2023,33015
Baylor University,2004,55196
Baylor University,2005,55900
Baylor University,2006,56160
Baylor University,2007,56696
Baylor University,2008,14541
Baylor University,2009,14614
Baylor University,2010,14900
Baylor University,2011,15029
Baylor University,2012,15364
Baylor University,2013,15616
Baylor University,2014,16263
Baylor University,2015,16787
Baylor University,2016,16959
Baylor University,2017,17059
Baylor University,2018,17217
Baylor University,2019,18033
Baylor University,2020,19297
Baylor University,2021,20626
Baylor University,2022,20709
Baylor University,2023,20824
Binghamton University (SUNY),2004,55440
Binghamton University (SUNY),2005,56072
Binghamton University (SUNY),2006,57492
Binghamton University (SUNY),2007,57740
Binghamton University (SUNY),2008,14882
Binghamton University (SUNY),2009,14709
Binghamton University (SUNY),2010,14895
Binghamton University (SUNY),2011,14746
Binghamton University (SUNY),2012,15308
Binghamton University (SUNY),2013,16077
Binghamton University (SUNY),2014,16695
Binghamton University (SUNY),2015,16913
Binghamton University (SUNY),2016,17292
Binghamton University (SUNY),2017,17351
Binghamton University (SUNY),2018,17768
Binghamton University (SUNY),2019,18124
Binghamton University (SUNY),2020,18148
Binghamton University (SUNY),2021,18055
Binghamton University (SUNY),2022,18312
Binghamton University (SUNY),2023,18456
Boston College,2004,58244
Boston College,2005,59316
Boston College,2006,58644
Boston College,2007,58484
Boston College,2008,14836
Boston College,2009,15036
Boston College,2010,14868
Boston College,2011,14754
Boston College,2012,14605
Boston College,2013,14309
Boston College,2014,14317
Boston College,2015,14354
Boston College,2016,14466
Boston College,2017,14628
Boston College,2018,14720
Boston College,2019,14747
Boston College,2020,14934
Boston College,2021,15577
Boston College,2022,15287
Boston College,2023,15280
Boston University,2004,118384
Boston University,2005,123828
Boston University,2006,126296
Boston University,2007,128212
Boston University,2008,31766
Boston University,2009,31960
Boston University,2010,32727
Boston University,2011,32439
Boston University,2012,32603
Boston University,2013,32411
Boston University,2014,32112
Boston University,2015,32158
Boston University,2016,32695
Boston University,2017,33355
Boston University,2018,34657
Boston University,2019,33720
Boston University,2020,32718
Boston University,2021,36104
Boston University,2022,36714
Boston University,2023,36624
Brandeis University,2004,20288
Brandeis University,2005,20756
Brandeis University,2006,21252
Brandeis University,2007,21332
Brandeis University,2008,5327
Brandeis University,2009,5598
Brandeis University,2010,5642
Brandeis University,2011,5828
Brandeis University,2012,5808
Brandeis University,2013,5825
Brandeis University,2014,5945
Brandeis University,2015,5752
Brandeis University,2016,5729
Brandeis University,2017,5721
Brandeis University,2018,5800
Brandeis University,2019,5825
Brandeis University,2020,5440
Brandeis University,2021,5558
Brandeis University,2022,5581
Brandeis University,2023,5302
Brigham Young University,2004,137388
Brigham Young University,2005,136268
Brigham Young University,2006,136740
Brigham Young University,2007,136696
Brigham Young University,2008,34244
Brigham Young University,2009,34130
Brigham Young University,2010,33841
Brigham Young University,2011,34101
Brigham Young University,2012,34409
Brigham Young University,2013,31123
Brigham Young University,2014,30484
Brigham Young University,2015,33469
Brigham Young University,2016,34240
Brigham Young University,2017,34334
Brigham Young University,2018,34499
Brigham Young University,2019,34318
Brigham Young University,2020,36461
Brigham Young University,2021,34811
Brigham Young University,2022,34464
Brigham Young University,2023,35074
Brown University,2004,32016
Brown University,2005,33044
Brown University,2006,32500
Brown University,2007,32668
Brown University,2008,8318
Brown University,2009,8574
Brown University,2010,8705
Brown University,2011,8768
Brown University,2012,8885
Brown University,2013,8943
Brown University,2014,9181
Brown University,2015,9458
Brown University,2016,9781
Brown University,2017,10095
Brown University,2018,10257
Brown University,2019,10333
Brown University,2020,9948
Brown University,2021,10696
Brown University,2022,11189
Brown University,2023,11516
California Institute of Technology,2004,8684
California Institute of Technology,2005,8676
California Institute of Technology,2006,8344
California Institute of Technology,2007,8532
California Institute of Technology,2008,2126
California Institute of Technology,2009,2130
California Institute of Technology,2010,2175
California Institute of Technology,2011,2231
California Institute of Technology,2012,2243
California Institute of Technology,2013,2181
California Institute of Technology,2014,2209
California Institute of Technology,2015,2255
California Institute of Technology,2016,2240
California Institute of Technology,2017,2238
California Institute of Technology,2018,2233
California Institute of Technology,2019,2237
California Institute of Technology,2020,2240
California Institute of Technology,2021,2397
California Institute of Technology,2022,2401
California Institute of Technology,2023,2463
Carnegie Mellon University,2004,39212
Carnegie Mellon University,2005,40068
Carnegie Mellon University,2006,39996
Carnegie Mellon University,2007,41304
Carnegie Mellon University,2008,10875
Carnegie Mellon University,2009,11197
Carnegie Mellon University,2010,11340
Carnegie Mellon University,2011,11531
Carnegie Mellon University,2012,11978
Carnegie Mellon University,2013,12367
Carnegie Mellon University,2014,12587
Carnegie Mellon University,2015,12963
Carnegie Mellon University,2016,13258
Carnegie Mellon University,2017,13869
Carnegie Mellon University,2018,14029
Carnegie Mellon University,2019,14180
Carnegie Mellon University,2020,13519
Carnegie Mellon University,2021,15057
Carnegie Mellon University,2022,16002
Carnegie Mellon University,2023,15596
Case Western Reserve University,2004,36380
Case Western Reserve University,2005,38460
Case Western Reserve University,2006,38368
Case Western Reserve University,2007,39376
Case Western Reserve University,2008,9814
Case Western Reserve University,2009,9738
Case Western Reserve University,2010,9837
Case Western Reserve University,2011,9636
Case Western Reserve University,2012,10026
Case Western Reserve University,2013,10325
Case Western Reserve University,2014,10771
Case Western Reserve University,2015,11340
Case Western Reserve University,2016,11664
Case Western Reserve University,2017,11824
Case Western Reserve University,2018,11890
Case Western Reserve University,2019,11874
Case Western Reserve University,2020,11465
Case Western Reserve University,2021,12142
Case Western Reserve University,2022,12201
Case Western Reserve University,2023,12266
Clemson University,2004,68440
Clemson University,2005,68660
Clemson University,2006,69236
Clemson University,2007,70340
Clemson University,2008,18317
Clemson University,2009,19111
Clemson University,2010,19453
Clemson University,2011,19914
Clemson University,2012,20768
Clemson University,2013,21303
Clemson University,2014,21857
Clemson University,2015,22698
Clemson University,2016,23406
Clemson University,2017,24387
Clemson University,2018,24951
Clemson University,2019,25822
Clemson University,2020,26406
Clemson University,2021,27341
Clemson University,2022,28466
Clemson University,2023,28747
College of William & Mary,2004,30300
College of William & Mary,2005,30176
College of William & Mary,2006,30836
College of William & Mary,2007,31180
College of William & Mary,2008,7892
College of William & Mary,2009,7874
College of William & Mary,2010,8000
College of William & Mary,2011,8200
College of William & Mary,2012,8258
College of William & Mary,2013,8376
College of William & Mary,2014,8437
College of William & Mary,2015,8484
College of William & Mary,2016,8617
College of William & Mary,2017,8740
College of William & Mary,2018,8817
College of William & Mary,2019,8773
College of William & Mary,2020,8939
College of William & Mary,2021,9517
College of William & Mary,2022,9654
College of William & Mary,2023,9762
Colorado School of Mines,2004,16404
Colorado School of Mines,2005,17272
Colorado School of Mines,2006,17428
Colorado School of Mines,2007,18240
Colorado School of Mines,2008,4704
Colorado School of Mines,2009,5124
Colorado School of Mines,2010,5287
Colorado School of Mines,2011,5524
Colorado School of Mines,2012,5721
Colorado School of Mines,2013,5790
Colorado School of Mines,2014,5962
Colorado School of Mines,2015,6054
Colorado School of Mines,2016,6069
Colorado School of Mines,2017,6209
Colorado School of Mines,2018,6325
Colorado School of Mines,2019,6628
Colorado School of Mines,2020,6744
Colorado School of Mines,2021,7187
Colorado School of Mines,2022,7403
Colorado School of Mines,2023,7599
Colorado State University,2004,111892
Colorado State University,2005,111120
Colorado State University,2006,110544
Colorado State University,2007,110276
Colorado State University,2008,28882
Colorado State University,2009,28902
Colorado State University,2010,30155
Colorado State University,2011,30467
Colorado State University,2012,30659
Colorado State University,2013,31186
Colorado State University,2014,31354
Colorado State University,2015,30614
Colorado State University,2016,31856
Colorado State University,2017,33083
Colorado State University,2018,33478
Colorado State University,2019,33426
Colorado State University,2020,32428
Colorado State University,2021,32586
Colorado State University,2022,33403
Colorado State University,2023,33500
Columbia University,2004,86592
Columbia University,2005,87932
Columbia University,2006,89268
Columbia University,2007,90620
Columbia University,2008,23196
Columbia University,2009,24230
Columbia University,2010,25208
Columbia University,2011,26050
Columbia University,2012,26471
Columbia University,2013,26957
Columbia University,2014,27589
Columbia University,2015,28086
Columbia University,2016,29372
Columbia University,2017,30454
Columbia University,2018,31077
Columbia University,2019,31456
Columbia University,2020,30135
Columbia University,2021,33776
Columbia University,2022,34782
Columbia University,2023,35279
Cornell University,2004,78072
Cornell University,2005,78568
Cornell University,2006,78556
Cornell University,2007,79200
Cornell University,2008,20273
Cornell University,2009,20633
Cornell University,2010,20939
Cornell University,2011,21131
Cornell University,2012,21424
Cornell University,2013,21593
Cornell University,2014,21679
Cornell University,2015,21904
Cornell University,2016,22319
Cornell University,2017,23016
Cornell University,2018,23600
Cornell University,2019,24027
Cornell University,2020,23620
Cornell University,2021,25582
Cornell University,2022,25898
Cornell University,2023,26264
Dartmouth College,2004,22816
Dartmouth College,2005,23120
Dartmouth College,2006,23012
Dartmouth College,2007,23396
Dartmouth College,2008,5848
Dartmouth College,2009,5987
Dartmouth College,2010,6141
Dartmouth College,2011,6144
Dartmouth College,2012,6277
Dartmouth College,2013,6342
Dartmouth College,2014,6298
Dartmouth College,2015,6350
Dartmouth College,2016,6409
Dartmouth College,2017,6509
Dartmouth College,2018,6572
Dartmouth College,2019,6606
Dartmouth College,2020,6292
Dartmouth College,2021,6761
Dartmouth College,2022,6744
Dartmouth College,2023,6746
Drexel University,2004,70624
Drexel University,2005,73864
Drexel University,2006,79440
Drexel University,2007,82728
Drexel University,2008,21537
Drexel University,2009,22493
Drexel University,2010,23637
Drexel University,2011,24860
Drexel University,2012,25500
Drexel University,2013,26132
Drexel University,2014,26359
Drexel University,2015,25595
Drexel University,2016,24232
Drexel University,2017,24190
Drexel University,2018,24634
Drexel University,2019,24205
Drexel University,2020,23589
Drexel University,2021,23216
Drexel University,2022,22344
Drexel University,2023,21703
Duke University,2004,51080
Duke University,2005,56300
Duke University,2006,53492
Duke University,2007,54392
Duke University,2008,14060
Duke University,2009,14350
Duke University,2010,15016
Duke University,2011,15427
Duke University,2012,15386
Duke University,2013,15467
Duke University,2014,15856
Duke University,2015,15984
Duke University,2016,15735
Duke University,2017,16130
Duke University,2018,16606
Duke University,2019,16686
Duke University,2020,16172
Duke University,2021,17620
Duke University,2022,18023
Duke University,2023,17112
Emory University,2004,47124
Emory University,2005,48536
Emory University,2006,49352
Emory University,2007,50280
Emory University,2008,12755
Emory University,2009,12930
Emory University,2010,13381
Emory University,2011,13893
Emory University,2012,14236
Emory University,2013,14513
Emory University,2014,14769
Emory University,2015,13788
Emory University,2016,14067
Emory University,2017,14263
Emory University,2018,14458
Emory University,2019,14415
Emory University,2020,13997
Emory University,2021,14779
Emory University,2022,14841
Emory University,2023,15046
Florida Atlantic University,2004,101276
Florida Atlantic University,2005,102580
Florida Atlantic University,2006,101300
Florida Atlantic University,2007,104772
Florida Atlantic University,2008,26839
Florida Atlantic University,2009,27637
Florida Atlantic University,2010,28270
Florida Atlantic University,2011,29246
Florida Atlantic University,2012,29994
Florida Atlantic University,2013,30759
Florida Atlantic University,2014,30297
Florida Atlantic University,2015,30380
Florida Atlantic University,2016,30541
Florida Atlantic University,2017,30208
Florida Atlantic University,2018,29772
Florida Atlantic University,2019,30061
Florida Atlantic University,2020,30805
Florida Atlantic University,2021,30155
Florida Atlantic University,2022,29592
Florida Atlantic University,2023,30790
Florida International University,2004,139460
Florida International University,2005,147616
Florida International University,2006,151988
Florida International University,2007,152728
Florida International University,2008,38759
Florida International University,2009,39610
Florida International University,2010,42197
Florida International University,2011,44616
Florida International University,2012,46171
Florida International University,2013,47663
Florida International University,2014,49610
Florida International University,2015,49782
Florida International University,2016,55003
Florida International University,2017,56718
Florida International University,2018,57942
Florida International University,2019,58711
Florida International University,2020,58836
Florida International University,2021,56664
Florida International University,2022,55609
Florida International University,2023,53953
Florida State University,2004,153724
Florida State University,2005,156584
Florida State University,2006,159892
Florida State University,2007,162220
Florida State University,2008,38682
Florida State University,2009,39785
Florida State University,2010,40416
Florida State University,2011,41087
Florida State University,2012,40695
Florida State University,2013,40909
Florida State University,2014,41226
Florida State University,2015,40830
Florida State University,2016,41173
Florida State University,2017,41362
Florida State University,2018,41005
Florida State University,2019,42450
Florida State University,2020,43569
Florida State University,2021,45130
Florida State University,2022,44161
Florida State University,2023,43234
George Mason University,2004,115496
George Mason University,2005,118912
George Mason University,2006,119556
George Mason University,2007,121104
George Mason University,2008,30613
George Mason University,2009,32067
George Mason University,2010,32562
George Mason University,2011,33320
George Mason University,2012,32961
George Mason University,2013,33917
George Mason University,2014,33729
George Mason University,2015,33929
George Mason University,2016,34909
George Mason University,2017,35984
George Mason University,2018,37316
George Mason University,2019,37863
George Mason University,2020,38541
George Mason University,2021,38628
George Mason University,2022,39049
George Mason University,2023,39527
George Washington University,2004,96368
George Washington University,2005,96396
George Washington University,2006,98124
George Washington University,2007,100312
George Washington University,2008,25116
George Washington University,2009,25061
George Washington University,2010,25135
George Washington University,2011,25260
George Washington University,2012,25653
George Washington University,2013,25264
George Washington University,2014,25613
George Washington University,2015,26212
George Washington University,2016,27159
George Washington University,2017,27973
George Washington University,2018,28172
George Washington University,2019,27814
George Washington University,2020,27017
George Washington University,2021,26457
George Washington University,2022,25939
George Washington University,2023,25568
Georgetown University,2004,52932
Georgetown University,2005,54608
Georgetown University,2006,56592
Georgetown University,2007,59304
Georgetown University,2008,15318
Georgetown University,2009,16520
Georgetown University,2010,16937
Georgetown University,2011,17130
Georgetown University,2012,17357
Georgetown University,2013,17849
Georgetown University,2014,17858
Georgetown University,2015,18459
Georgetown University,2016,18525
Georgetown University,2017,19005
Georgetown University,2018,19204
Georgetown University,2019,19593
Georgetown University,2020,19371
Georgetown University,2021,20935
Georgetown University,2022,20984
Georgetown University,2023,20392
Georgia Institute of Technology,2004,67364
Georgia Institute of Technology,2005,68540
Georgia Institute of Technology,2006,71744
Georgia Institute of Technology,2007,74968
Georgia Institute of Technology,2008,19413
Georgia Institute of Technology,2009,20291
Georgia Institute of Technology,2010,20720
Georgia Institute of Technology,2011,20941
Georgia Institute of Technology,2012,21557
Georgia Institute of Technology,2013,21471
Georgia Institute of Technology,2014,23109
Georgia Institute of Technology,2015,25034
Georgia Institute of Technology,2016,26839
Georgia Institute of Technology,2017,29376
Georgia Institute of Technology,2018,32723
Georgia Institute of Technology,2019,36302
Georgia Institute of Technology,2020,39771
Georgia Institute of Technology,2021,43859
Georgia Institute of Technology,2022,45296
Georgia Institute of Technology,2023,47946
Georgia State University,2004,109044
Georgia State University,2005,103868
Georgia State University,2006,104540
Georgia State University,2007,108536
Georgia State University,2008,28229
Georgia State University,2009,30427
Georgia State University,2010,31533
Georgia State University,2011,32022
Georgia State University,2012,32087
Georgia State University,2013,32165
Georgia State University,2014,32556
Georgia State University,2015,32058
Georgia State University,2016,32237
Georgia State University,2017,32816
Georgia State University,2018,34316
Georgia State University,2019,35041
Georgia State University,2020,36360
Georgia State University,2021,36973
Georgia State University,2022,36516
Georgia State University,2023,34974
Harvard University,2004,98592
Harvard University,2005,100068
Harvard University,2006,103112
Harvard University,2007,102760
Harvard University,2008,26496
Harvard University,2009,27651
Harvard University,2010,27594
Harvard University,2011,27392
Harvard University,2012,28147
Harvard University,2013,28297
Harvard University,2014,28791
Harvard University,2015,29652
Harvard University,2016,29908
Harvard University,2017,31120
Harvard University,2018,31566
Harvard University,2019,31655
Harvard University,2020,30391
Harvard University,2021,31345
Harvard University,2022,30631
Harvard University,2023,30386
Howard University,2004,42492
Howard University,2005,43720
Howard University,2006,43084
Howard University,2007,40500
Howard University,2008,10320
Howard University,2009,10573
Howard University,2010,10379
Howard University,2011,10583
Howard University,2012,10002
Howard University,2013,10297
Howard University,2014,10265
Howard University,2015,10002
Howard University,2016,8966
Howard University,2017,9392
Howard University,2018,9139
Howard University,2019,9399
Howard University,2020,10859
Howard University,2021,12065
Howard University,2022,12886
Howard University,2023,13416
Indiana University,2004,151284
Indiana University,2005,151832
Indiana University,2006,152988
Indiana University,2007,155960
Indiana University,2008,40354
Indiana University,2009,42347
Indiana University,2010,42464
Indiana University,2011,42731
Indiana University,2012,42133
Indiana University,2013,46817
Indiana University,2014,46416
Indiana University,2015,48514
Indiana University,2016,49695
Indiana University,2017,43710
Indiana University,2018,43503
Indiana University,2019,43260
Indiana University,2020,43064
Indiana University,2021,45328
Indiana University,2022,47005
Indiana University,2023,47527
Indiana University Indianapolis,2004,119812
Indiana University Indianapolis,2005,119732
Indiana University Indianapolis,2006,119056
Indiana University Indianapolis,2007,119416
Indiana University Indianapolis,2008,30300
Indiana University Indianapolis,2009,30383
Indiana University Indianapolis,2010,30566
Indiana University Indianapolis,2011,30530
Indiana University Indianapolis,2012,30451
Indiana University Indianapolis,2013,30488
Indiana University Indianapolis,2014,30690
Indiana University Indianapolis,2015,30105
Indiana University Indianapolis,2016,29804
Indiana University Indianapolis,2017,29791
Indiana University Indianapolis,2018,29579
Indiana University Indianapolis,2019,29537
Indiana University Indianapolis,2020,29390
Indiana University Indianapolis,2021,27690
Indiana University Indianapolis,2022,25979
Indiana University Indianapolis,2023,25497
Iowa State University,2004,105520
Iowa State University,2005,102964
Iowa State University,2006,101848
Iowa State University,2007,104640
Iowa State University,2008,26856
Iowa State University,2009,27945
Iowa State University,2010,28682
Iowa State University,2011,29611
Iowa State University,2012,30748
Iowa State University,2013,32955
Iowa State University,2014,34435
Iowa State University,2015,35714
Iowa State University,2016,36350
Iowa State University,2017,36158
Iowa State University,2018,34992
Iowa State University,2019,33372
Iowa State University,2020,31822
Iowa State University,2021,30708
Iowa State University,2022,29969
Iowa State University,2023,30177
Johns Hopkins University,2004,74504
Johns Hopkins University,2005,76900
Johns Hopkins University,2006,78832
Johns Hopkins University,2007,78728
Johns Hopkins University,2008,19758
Johns Hopkins University,2009,20383
Johns Hopkins University,2010,20977
Johns Hopkins University,2011,20996
Johns Hopkins University,2012,20871
Johns Hopkins University,2013,20918
Johns Hopkins University,2014,21372
Johns Hopkins University,2015,22686
Johns Hopkins University,2016,23917
Johns Hopkins University,2017,25151
Johns Hopkins University,2018,26152
Johns Hopkins University,2019,27079
Johns Hopkins University,2020,28890
Johns Hopkins University,2021,32049
Johns Hopkins University,2022,31275
Johns Hopkins University,2023,30362
Kansas State University,2004,92604
Kansas State University,2005,92728
Kansas State University,2006,92564
Kansas State University,2007,93328
Kansas State University,2008,23520
Kansas State University,2009,23581
Kansas State University,2010,23588
Kansas State University,2011,23863
Kansas State University,2012,24378
Kansas State University,2013,24581
Kansas State University,2014,24766
Kansas State University,2015,24146
Kansas State University,2016,23779
Kansas State University,2017,22795
Kansas State University,2018,22221
Kansas State University,2019,21719
Kansas State University,2020,20854
Kansas State University,2021,20229
Kansas State University,2022,19722
Kansas State University,2023,19745
Kent State University,2004,97388
Kent State University,2005,94488
Kent State University,2006,90788
Kent State University,2007,91276
Kent State University,2008,22944
Kent State University,2009,25127
Kent State University,2010,26589
Kent State University,2011,27855
Kent State University,2012,28602
Kent State University,2013,28998
Kent State University,2014,29477
Kent State University,2015,30067
Kent State University,2016,30167
Kent State University,2017,28972
Kent State University,2018,28122
Kent State University,2019,27716
Kent State University,2020,26822
Kent State University,2021,26597
Kent State University,2022,25854
Kent State University,2023,26106
Lehigh University,2004,26564
Lehigh University,2005,26992
Lehigh University,2006,27432
Lehigh University,2007,27380
Lehigh University,2008,6994
Lehigh University,2009,6996
Lehigh University,2010,7051
Lehigh University,2011,7055
Lehigh University,2012,7080
Lehigh University,2013,7096
Lehigh University,2014,7119
Lehigh University,2015,7054
Lehigh University,2016,7059
Lehigh University,2017,7017
Lehigh University,2018,6849
Lehigh University,2019,6953
Lehigh University,2020,7067
Lehigh University,2021,7263
Lehigh University,2022,7394
Lehigh University,2023,7590
Louisiana State University,2004,128964
Louisiana State University,2005,136512
Louisiana State University,2006,119700
Louisiana State University,2007,114512
Louisiana State University,2008,28810
Louisiana State University,2009,28643
Louisiana State University,2010,29451
Louisiana State University,2011,29718
Louisiana State University,2012,30225
Louisiana State University,2013,30478
Louisiana State University,2014,31044
Louisiana State University,2015,31524
Louisiana State University,2016,31409
Louisiana State University,2017,30861
Louisiana State University,2018,30983
Louisiana State University,2019,31756
Louisiana State University,2020,34285
Louisiana State University,2021,35912
Louisiana State University,2022,37348
Louisiana State University,2023,39418
Loyola University Chicago,2004,55636
Loyola University Chicago,2005,59056
Loyola University Chicago,2006,60776
Loyola University Chicago,2007,62180
Loyola University Chicago,2008,15670
Loyola University Chicago,2009,15879
Loyola University Chicago,2010,15951
Loyola University Chicago,2011,16040
Loyola University Chicago,2012,15720
Loyola University Chicago,2013,15957
Loyola University Chicago,2014,15902
Loyola University Chicago,2015,16437
Loyola University Chicago,2016,16422
Loyola University Chicago,2017,16673
Loyola University Chicago,2018,17007
Loyola University Chicago,2019,17159
Loyola University Chicago,2020,16893
Loyola University Chicago,2021,17498
Loyola University Chicago,2022,16899
Loyola University Chicago,2023,17397
Massachusetts Institute of Technology,2004,41280
Massachusetts Institute of Technology,2005,40824
Massachusetts Institute of Technology,2006,41012
Massachusetts Institute of Technology,2007,40880
Massachusetts Institute of Technology,2008,10299
Massachusetts Institute of Technology,2009,10384
Massachusetts Institute of Technology,2010,10566
Massachusetts Institute of Technology,2011,10894
Massachusetts Institute of Technology,2012,11189
Massachusetts Institute of Technology,2013,11301
Massachusetts Institute of Technology,2014,11319
Massachusetts Institute of Technology,2015,11331
Massachusetts Institute of Technology,2016,11376
Massachusetts Institute of Technology,2017,11466
Massachusetts Institute of Technology,2018,11574
Massachusetts Institute of Technology,2019,11520
Massachusetts Institute of Technology,2020,11254
Massachusetts Institute of Technology,2021,11934
Massachusetts Institute of Technology,2022,11858
Massachusetts Institute of Technology,2023,11920
Michigan State University,2004,179344
Michigan State University,2005,180664
Michigan State University,2006,182080
Michigan State University,2007,184180
Michigan State University,2008,46510
Michigan State University,2009,47071
Michigan State University,2010,46985
Michigan State University,2011,47825
Michigan State University,2012,48783
Michigan State University,2013,49317
Michigan State University,2014,50081
Michigan State University,2015,50538
Michigan State University,2016,50340
Michigan State University,2017,50019
Michigan State University,2018,50351
Michigan State University,2019,49809
Michigan State University,2020,49695
Michigan State University,2021,49659
Michigan State University,2022,50023
Michigan State University,2023,51316
Michigan Technological University,2004,26108
Michigan Technological University,2005,26024
Michigan Technological University,2006,26184
Michigan Technological University,2007,26976
Michigan Technological University,2008,7009
Michigan Technological University,2009,7136
Michigan Technological University,2010,6971
Michigan Technological University,2011,7022
Michigan Technological University,2012,6933
Michigan Technological University,2013,6975
Michigan Technological University,2014,7099
Michigan Technological University,2015,7218
Michigan Technological University,2016,7252
Michigan Technological University,2017,7292
Michigan Technological University,2018,7172
Michigan Technological University,2019,7027
Michigan Technological University,2020,6873
Michigan Technological University,2021,7008
Michigan Technological University,2022,7063
Michigan Technological University,2023,7313
Mississippi State University,2004,63736
Mississippi State University,2005,64404
Mississippi State University,2006,64824
Mississippi State University,2007,68156
Mississippi State University,2008,17824
Mississippi State University,2009,18601
Mississippi State University,2010,19644
Mississippi State University,2011,20424
Mississippi State University,2012,20365
Mississippi State University,2013,20161
Mississippi State University,2014,20138
Mississippi State University,2015,20873
Mississippi State University,2016,21622
Mississippi State University,2017,21883
Mississippi State University,2018,21974
Mississippi State University,2019,22226
Mississippi State University,2020,22986
Mississippi State University,2021,23086
Mississippi State University,2022,22649
Mississippi State University,2023,22657
Missouri University of Science and Technology,2004,21616
Missouri University of Science and Technology,2005,22400
Missouri University of Science and Technology,2006,23432
Missouri University of Science and Technology,2007,24664
Missouri University of Science and Technology,2008,6367
Missouri University of Science and Technology,2009,6814
Missouri University of Science and Technology,2010,7205
Missouri University of Science and Technology,2011,7521
Missouri University of Science and Technology,2012,7645
Missouri University of Science and Technology,2013,8129
Missouri University of Science and Technology,2014,8640
Missouri University of Science and Technology,2015,8886
Missouri University of Science and Technology,2016,8835
Missouri University of Science and Technology,2017,8883
Missouri University of Science and Technology,2018,8601
Missouri University of Science and Technology,2019,8088
Missouri University of Science and Technology,2020,7642
Missouri University of Science and Technology,2021,7241
Missouri University of Science and Technology,2022,7080
Missouri University of Science and Technology,2023,7156
Montana State University,2004,47652
Montana State University,2005,48572
Montana State University,2006,48208
Montana State University,2007,47728
Montana State University,2008,11976
Montana State University,2009,12348
Montana State University,2010,13081
Montana State University,2011,13671
Montana State University,2012,14269
Montana State University,2013,14852
Montana State University,2014,14982
Montana State University,2015,15236
Montana State University,2016,16359
Montana State University,2017,16613
Montana State University,2018,16814
Montana State University,2019,16692
Montana State University,2020,16218
Montana State University,2021,16788
Montana State University,2022,16681
Montana State University,2023,16960
New Jersey Institute of Technology,2004,32996
New Jersey Institute of Technology,2005,32232
New Jersey Institute of Technology,2006,32836
New Jersey Institute of Technology,2007,33152
New Jersey Institute of Technology,2008,8398
New Jersey Institute of Technology,2009,8840
New Jersey Institute of Technology,2010,8934
New Jersey Institute of Technology,2011,9558
New Jersey Institute of Technology,2012,9944
New Jersey Institute of Technology,2013,10130
New Jersey Institute of Technology,2014,10646
New Jersey Institute of Technology,2015,11325
New Jersey Institute of Technology,2016,11317
New Jersey Institute of Technology,2017,11446
New Jersey Institute of Technology,2018,11423
New Jersey Institute of Technology,2019,11518
New Jersey Institute of Technology,2020,11652
New Jersey Institute of Technology,2021,11901
New Jersey Institute of Technology,2022,12332
New Jersey Institute of Technology,2023,13007
New Mexico State University,2004,65712
New Mexico State University,2005,64288
New Mexico State University,2006,65660
New Mexico State University,2007,66888
New Mexico State University,2008,17239
New Mexico State University,2009,18526
New Mexico State University,2010,18600
New Mexico State University,2011,18024
New Mexico State University,2012,17651
New Mexico State University,2013,16765
New Mexico State University,2014,15829
New Mexico State University,2015,15490
New Mexico State University,2016,14852
New Mexico State University,2017,14432
New Mexico State University,2018,14289
New Mexico State University,2019,14296
New Mexico State University,2020,14227
New Mexico State University,2021,13904
New Mexico State University,2022,14268
New Mexico State University,2023,14779
New York University,2004,157632
New York University,2005,160016
New York University,2006,163480
New York University,2007,167132
New York University,2008,42189
New York University,2009,43404
New York University,2010,43797
New York University,2011,43911
New York University,2012,44516
New York University,2013,44599
New York University,2014,49274
New York University,2015,50027
New York University,2016,50550
New York University,2017,51123
New York University,2018,51847
New York University,2019,52885
New York University,2020,52775
New York University,2021,58226
New York University,2022,59144
New York University,2023,57335
North Carolina State University,2004,119828
North Carolina State University,2005,120592
North Carolina State University,2006,124520
North Carolina State University,2007,127208
North Carolina State University,2008,32872
North Carolina State University,2009,33819
North Carolina State University,2010,34376
North Carolina State University,2011,34767
North Carolina State University,2012,34340
North Carolina State University,2013,34009
North Carolina State University,2014,33989
North Carolina State University,2015,34015
North Carolina State University,2016,33755
North Carolina State University,2017,34432
